no,lat,lon,place
1,13.729751,100.778070,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง, ถนนฉลองกรุง, แขวงลาดกระบัง, เขตลาดกระบัง, กรุงเทพมหานคร, 10520, ประเทศไทย
2,13.690092,100.750240,ลู่ปั่นจักรยานเจริญสุขมงคลจิต ลู่ปั่นฟ้า, บ้านคลองลาดกระบัง, ตำบลหนองปรือ, องค์การบริหารส่วนตำบลหนองปรือ, อำเภอบางพลี, จังหวัดสมุทรปราการ, ประเทศไทย
3,13.679184,100.744019,ท่าอากาศยานสุวรรณภูมิ, ถนนบางนา-ศรีวารีน้อย, แขวงลาดกระบัง, เขตลาดกระบัง, บ้านหัวคู้, กรุงเทพมหานคร, องค์การบริหารส่วนตำบลศีรษะจรเข้น้อย, อำเภอบางเสาธง, จังหวัดสมุทรปราการ, 10520, ประเทศไทย
